Data;Preco_Fechamento;Volume;SMA_7;SMA_21;RSI;Volatilidade
2025-11-10;104709,68;59952468437;103393,2657142857;108250,83047619046;42,9990388021452;1841,4710571704063
2025-11-11;105909,07;67546556819;103305,83428571427;108027,04476190475;45,49137633202087;1675,2398129411026
2025-11-12;102960,78;71008299178;103495,19285714286;107763,93428571426;40,77203367312794;1522,9276264566631
2025-11-13;101521,71;63332414142;103158,58571428571;107473,61428571425;38,66364058641608;1676,8444896082444
2025-11-14;99730,45;100463341916;102931,12999999999;106982,2776190476;36,15726488341088;2036,750260832402
2025-11-15;94456,39;113198323665;101654,03142857143;106194,59142857142;29,992374030949406;3765,5961012631055
2025-11-16;95508,31;39062120798;100685,19857142857;105427,35333333333;32,46567360716041;4394,562587533311
2025-11-17;94411,33;72645149972;99214,00571428573;104471,89238095237;31,226710731384745;4543,9923550545755
2025-11-18;92036,73;95794596045;97232,24285714285;103417,31809523808;28,675634973450954;4144,975107929535
2025-11-19;92819,76;103837258806;95783,52571428572;102458,71857142857;30,68652090219703;3536,648826209107
2025-11-20;91363,28;82897875507;94332,32142857142;101569,03333333333;29,046125519065228;2796,3418259477257
2025-11-21;86649,97;99171039191;92463,6814285714;100540,9;24,4846889557774;2953,901061773038
2025-11-22;85051,8;135093457122;91120,16857142856;99373,18047619046;23,156765679509654;3887,6535377152604
2025-11-23;84682,62;42644968955;89573,64142857143;98166,9176190476;22,848492446332394;4002,647523058042
2025-11-24;86783,85;60446592409;88484,00142857141;97030,42428571427;28,668944019758975;3468,8043414759254
2025-11-25;88229,36;77606296173;87940,09142857142;96159,38952380951;32,444699692408236;3097,518272608253
2025-11-26;87310,33;67956444142;87153,03;95477,24952380951;31,3099479781467;2229,2334608696274
2025-11-27;90474,23;69690430587;87026,02285714286;94838,97666666665;39,19451082154723;1958,2364351420558
2025-11-28;91279,06;59295194347;87687,32142857143;94360,71095238095;41,04824146679336;2513,0936512146263
2025-11-29;90950,38;62833195066;88529,97571428571;93768,05857142856;40,50515627598166;2470,659578673249
2025-11-30;90841,45;39253888201;89409,80857142856;93222,88285714283;40,314787076768326;1903,811042263012
2025-12-01;90406,28;40334819409;89927,29857142855;92541,76857142856;39,515775614687975;1525,871581329648
2025-12-02;86281,5;92988982967;89649,03285714284;91607,12238095238;32,86657274820464;1993,17726562028
2025-12-03;91344,73;83138039128;90225,3757142857;91053,97714285711;45,082383641387445;1775,6310519804408
2025-12-04;93619,44;81429135004;90674,69142857142;90677,67857142857;49,525978490850726;2197,033812471499
2025-12-05;92140,7;67878296355;90797,78285714284;90316,26190476188;46,87090479406304;2259,778923616044
2025-12-06;89307,09;50193142876;90563,02714285714;90071,05714285711;42,20205353050869;2325,6795526725505
2025-12-07;89244,76;24818678152;90334,92857142857;89772,79285714283;42,10270568768877;2371,6667330120918
2025-12-08;90162,91;33912893266;90300,16142857142;89570,48714285712;44,18701099259044;2372,2301967367266
2025-12-09;90618,05;45466493941;90919,66857142857;89502,93095238094;45,239426177431085;1582,7058267335915
2025-12-10;92723,21;54575121853;91116,59428571428;89498,33333333333;49,9411536132334;1723,8702924787663
2025-12-11;92005,14;52189659395;90885,98;89528,89809523808;48,41419069011518;1413,2332248649416
2025-12-12;92494,18;53232377699;90936,47714285713;89807,19380952381;49,54562931027205;1470,6860144569682
2025-12-13;90307,26;67750393558;91079,35857142856;90057,45380952381;44,812256020358184;1327,6301035968256
2025-12-14;90257,43;35222775785;91224,0257142857;90322,92095238094;44,707449578679395;1135,7027732161514
2025-12-15;88230,77;33808538697;90948,0057142857;90391,82190476189;40,55321383924073;1583,2050121901748
2025-12-16;86413,92;50630498834;90347,4157142857;90305,37238095237;37,21473213661695;2343,904602657118
2025-12-17;87821,89;48317754254;89647,22714285713;90329,73238095237;41,25102811162491;2245,9358151526862
2025-12-18;86064,95;48886793507;88798,62857142858;90119,76666666666;37,97066674040681;2327,2833179859667
2025-12-19;85450,33;58649139178;87792,36428571428;89842,2080952381;36,866207195481714;1956,3364624700237
2025-12-20;88103,86;51932451056;87477,59285714285;89706,65952380953;44,387248435352795;1635,1491209728222
2025-12-21;88347,94;17103607834;87204,80857142857;89587,92095238097;45,03586548321713;1193,8318299668151
2025-12-22;88577,42;22541294542;87254,32999999999;89500,83238095239;45,67735886885596;1249,3802001503154
2025-12-23;88491,12;41948947368;87551,07285714285;89606,0523809524;45,46246875182912;1263,1093631926258
2025-12-24;87406,44;46353794741;87491,72285714286;89418,51476190475;42,74080967544327;1258,0137361007608
2025-12-25;87642,61;29100645180;87717,10285714285;89133,9038095238;43,533456442403654;1089,8856587206456
2025-12-26;87229,78;22773603342;87971,30999999998;88900,05047619047;42,42780991110959;543,7493257263669
2025-12-27;87305,96;47130449135;87857,32428571429;88804,75857142857;42,7169270696816;592,7551340897415
2025-12-28;87807,0;15670944599;87780,04714285715;88736,2938095238;44,684470397580625;551,9931084880457
2025-12-29;87822,91;17428479525;87672,26000000001;88624,86523809523;44,74936636705826;430,67497895101275
2025-12-30;87156,56;53957962807;87481,60857142857;88460,03238095237;42,500411741846676;275,03473867014736
2025-12-31;88414,63;39734225800;87625,6357142857;88254,8619047619;47,83120339863236;442,2549400021999
2026-01-01;87520,18;37245075349;87608,14571428571;88041,29238095238;44,66097112867908;443,88963950101913
2026-01-02;88727,67;21163124465;87822,13;87861,93476190476;49,524715161169624;573,2767166571205
2026-01-03;89926,28;50705395175;88196,46142857142;87843,79285714285;53,85980078674626;926,644914719531
2026-01-04;90593,85;23480735292;88594,58285714284;87859,81285714287;56,1202098592787;1267,4325651167946
2026-01-05;91373,22;31050236622;89101,76999999999;88009,45333333334;58,66613234846444;1579,1867965701633
2026-01-06;93926,8;59451605754;90068,94714285713;88367,20952380954;65,69020809763992;2156,8509764590303
2026-01-07;93666,86;57439451725;90819,2657142857;88645,54142857144;64,48884015841564;2386,7482347307987
2026-01-08;91257,16;47910812257;91353,12;88892,78952380951;54,53239088127338;1892,625375969094
2026-01-09;90983,52;48319133568;91675,38428571429;89156,27476190476;53,52185357193534;1528,0064054809502
2026-01-10;90504,9;43664879516;91758,04428571429;89270,60999999999;51,71665819944772;1430,131717869897
2026-01-11;90442,02;13961660357;91736,35428571429;89370,32809523809;51,47103896424311;1451,7195996326204
2026-01-12;90819,37;19870776213;91657,23285714285;89477,08761904761;52,91621190654337;1489,4132537857695
2026-01-13;91134,97;46923085427;91258,4;89602,98523809524;54,14611884849315;1104,419982296342
2026-01-14;95260,44;66844465446;91486,05428571429;89976,98523809524;66,47431713637368;1691,7111779272743
2026-01-15;97007,78;68433627980;92307,57142857142;90422,94571428571;70,13659658571464;2673,4543701255434
2026-01-16;95584,83;59629891835;92964,90142857142;90820,80523809524;64,00485723894593;2853,26953017824
2026-01-17;95516,08;37208122951;93680,78428571427;91211,76333333334;63,715023731444795;2760,3251405631013
2026-01-18;95099,53;17839431205;94346,14285714284;91559,02666666667;61,88645869702284;2385,39655658903
2026-01-19;93752,71;23132534225;94765,19142857142;91841,39809523808;56,264000071261115;1863,0407146501266
2026-01-19;92973,41;41862391461;95027,82571428572;92118,39095238094;53,249429874375906;1314,956267824806
