Data;Sentimento_Medio
2026-01-12;0.0
2026-01-13;-0.19863333333333333
2026-01-14;-0.019100000000000002
2026-01-15;0.1089
2026-01-16;-0.06743333333333333
2026-01-17;-0.4404
